title,Контент,post_url,publishing_date,category
"Электронных сертификатов на технические средства реабилитации выдано на сумму свыше 2,6 млрд рублей","С начала действия закона об электронном сертификате оформлено почти 130 тыс. электронных сертификатов на технические средства реабилитации более чем на 2,6 млрд рублей. Об этом сообщил глава Минтруда России Антон Котяков в ходе Парламентского диалога в Совете Федерации.
«Уже оформлено почти 130 тыс. электронных сертификатов более чем на 2,6 млрд рублей. Чаще всего...",https://mintrud.gov.ru/social/440,"Fri, 25 Nov 2022 07:16:46 +0000",Социальная защита
На общественное обсуждение представлена новая модель добровольного соцстрахования,"Минтруд России представил на общественное обсуждение новую модель добровольного социального страхования на случай временной нетрудоспособности. Если сегодня участвовать в государственных программах добровольного социального страхования могут отдельные категории граждан (индивидуальные предприниматели, адвокаты, нотариусы и другие), то предлагаемый вариант позволит охватить добровольным страхованием и самозанятых граждан. Новая модель добровольного социального страхования начнет...",https://mintrud.gov.ru/social/insurance/78,"Mon, 21 Nov 2022 08:06:39 +0000",Социальное страхование
Определены победители конкурса «Лучший по профессии» в номинации «Лучшая швея»,"В течение двух дней 17-18 ноября 2022 года на площадке калужского ООО «Мануфактуры Боско» 21 участник из 14 регионов России боролись за победу в номинации «Лучшая Швея».  
Организаторами федерального этапа конкурса вступают Министерство труда и социальной защиты Российской Федерации, министерство труда и социальной защиты Калужской области, ООО «Мануфактуры Боско».
Победитель...",https://mintrud.gov.ru/employment/employment/797,"Fri, 18 Nov 2022 16:30:55 +0000",Рынок труда
С начала года на детский телефон доверия поступило свыше 700 тыс. обращений,"За три квартала 2022 года на Детский телефон доверия «8-800-2000-122» поступило более 700 тыс. обращений от детей и родителей. Среди звонящих преобладают дети и подростки – 64 %, родители звонят реже – 11 %. Остальные обратившиеся – бабушки, дедушки, учителя и воспитатели.
Ежегодно на Детский телефон доверия поступает около миллиона...",https://mintrud.gov.ru/social/social/1282,"Fri, 18 Nov 2022 07:01:07 +0000",Социальная политика
Подведены итоги Всероссийского конкурса литературных работ людей с нарушением зрения,"Подведены итоги Всероссийского конкурса литературных работ людей с нарушением зрения. Всего для участия в Конкурсе представлено 159 заявок из 55 регионов России по трём номинациям: «Эпос», «Лирика» и «Драма». В шорт-лист было отобрано 16 произведений. На заседании Жюри Конкурса были определены 10 победителей. 
«Завершился важный этап Всероссийского конкурса литературных работ людей с...",https://mintrud.gov.ru/social/439,"Thu, 17 Nov 2022 17:33:06 +0000",Социальная защита
Подведены итоги заочного этапа Всероссийского конкурса  лучших практик трудоустройства молодежи,"По результатам экспертной оценки, поданных на Всероссийский конкурс лучших практик трудоустройства молодежи, было отобрано 218 заявок от представителей 53 регионов в 11 номинациях. Указанные практики будут презентованы на очном этапе Конкурса 8 декабря в Москве.
Наибольшее количество заявок-финалистов представлены участниками из Москвы, Ямало-Ненецкого автономного округа, Республики Татарстан, Архангельской, Кемеровской и...",https://mintrud.gov.ru/employment/128,"Thu, 17 Nov 2022 07:57:56 +0000",Занятость населения
Минтруд представил правила назначения единого детского пособия для семей с низкими доходами,Минтруд представил на общественное обсуждение правила назначения единого пособия на детей для семей с низкими доходами. Проект постановления разработан в связи с поручением Президента о выстраивании целостной системы поддержки семей с детьми и принятием законопроекта о введении с 1 января 2023 года ежемесячного пособия в связи с рождением и воспитанием...,https://mintrud.gov.ru/social/family/319,"Tue, 15 Nov 2022 13:59:01 +0000","Социальная политика в отношении семьи, женщин и детей"
Замглавы Минтруда России Алексей Вовченко принял участие в работе сессии Административного совета МОТ,"Замглавы Минтруда России, представитель Правительства Российской Федерации в Административном совете Международной организации труда (МОТ) Алексей Вовченко принял участие в работе 346-й сессии Административного совета МОТ. Мероприятие проходит с 31 октября по 10 ноября в штаб-квартире МОТ в Женеве. 
«Мы высоко ценим Международную организацию труда, авторитетную многостороннюю структуру, нацеленную на решение...",https://mintrud.gov.ru/employment/127,"Fri, 11 Nov 2022 16:13:21 +0000",Занятость населения
"Электронных сертификатов на технические средства реабилитации выдано на сумму свыше 2,5 млрд рублей","С начала действия закона об электронном сертификате оформлено более 112 тыс. электронных сертификатов на технические средства реабилитации (ТСР) на сумму свыше 2,5 млрд рублей. Чаще всего такой инструмент обеспечения средствами реабилитации выбирают граждане с инвалидностью в Московской, Нижегородской, Свердловской, Тюменской, Самарской, Ростовской областях, Санкт-Петербурге и Краснодарском крае.
«Электронный сертификат на...",https://mintrud.gov.ru/social/437,"Wed, 09 Nov 2022 12:49:48 +0000",Социальная защита
Доклад главы Минтруда России Антона Котякова на совещании с Президентом по вопросу поддержки доходов семей с детьми,"
Уважаемый Владимир Владимирович!
Безусловно, ключевую роль в формировании бюджета любой семьи играет заработок родителей. Важны стабильность на рынке труда, своевременная выплата заработной платы, поддержка государства в поиске новой работы, если возникает такая необходимость. Поэтому в условиях возрастающего внешнего санкционного давления на особом контроле ситуация на рынке труда.
По данным...",https://mintrud.gov.ru/social/438,"Tue, 08 Nov 2022 17:00:00 +0000",Социальная защита
Процедура признания гражданина нуждающимся в соцобслуживании станет проще,"Минтруд предлагает сократить перечень документов, которые предоставляются гражданином для принятия решения о нуждаемости в социальном обслуживании. Сейчас для признания нуждающимся в соцобслуживании необходимо предоставить справку о доходах. Предлагается при наличии согласия гражданина запрашивать сведения о доходах в рамках межведомственного взаимодействия.
Также проектом приказа предлагается изменить форму заявления о предоставлении социальных...",https://mintrud.gov.ru/social/social/1281,"Tue, 08 Nov 2022 09:47:14 +0000",Социальная политика
Общественный совет при Минтруде России вошел в тройку лидеров среди общественных советов министерств,"На итоговом форуме «Сообщество» Общественная палата РФ представила рейтинг эффективности работы общественных советов за 2021 год. Общественный совет при Министерстве труда и социальной защиты РФ вошел в тройку лидеров в рейтинге среди общественных советов министерств.
Деятельность Общественных советов оценивалась по ряду факторов: организационная работа и обеспечение, публичность деятельности, взаимодействие с...",https://mintrud.gov.ru/social/social/1280,"Thu, 03 Nov 2022 16:09:37 +0000",Социальная политика
Доходы мобилизованных граждан не будут учитываться при назначении детских выплат,"При назначении детских выплат не будут учитываться прошлые доходы мобилизованных граждан и их денежное довольствие. Соответствующее постановление подписано Председателем Правительства. Кроме того, отсутствие доходов у мобилизованных граждан в прежние периоды не будет основанием для отказа в назначении социальной помощи.
Такие изменения вносятся в правила назначения выплат на детей до 3...",https://mintrud.gov.ru/social/436,"Tue, 01 Nov 2022 07:26:44 +0000",Социальная защита
Военных пенсионеров-индивидуальных предпринимателей предлагается освободить от страховых взносов,"Военных пенсионеров-индивидуальных предпринимателей предлагается освободить от уплаты страховых взносов на обязательное пенсионное страхование. Соответствующий законопроект направлен на реализацию постановления Конституционного Суда. Такие же нормы предлагается ввести и в отношении военных пенсионеров – нотариусов, занятых частной практикой, и военных пенсионеров – арбитражных управляющих.  
Одновременно данным получателям военных пенсий будет предоставлено...",https://mintrud.gov.ru/pensions/73,"Mon, 31 Oct 2022 14:21:28 +0000",Пенсионное обеспечение
"Изменены отдельные обязательные требования для экспертов и компаний сферы охраны труда, сотрудники которых призваны в рамках частичной мобилизации","Изменены отдельные обязательные требования для экспертов и компаний сферы охраны труда, сотрудники которых призваны в рамках частичной мобилизации. В частности, срок действия сертификата на право проведения спецоценки условий труда будет иметь льготный период для мобилизованных экспертов. У аккредитованных организаций в сфере охраны труда будет 6 месяцев на поиск нового квалифицированного...",https://mintrud.gov.ru/labour/80,"Fri, 28 Oct 2022 07:15:57 +0000",Трудовые отношения
Общественный совет обсудил внедрение универсального пособия,"На площадке Общественной палаты РФ прошла общественная экспертиза законопроекта об универсальном пособии. Представители Общественного совета при Министерстве труда и социальной защиты РФ и Комиссии Общественной платы РФ по социальной политике, трудовым отношениям и поддержке ветеранов ознакомились с документом. С докладом о законопроекте по внедрению универсального пособия выступила первый заместитель Министра...",https://mintrud.gov.ru/social/social/1279,"Thu, 27 Oct 2022 07:51:46 +0000",Социальная политика
Информирование о статусе предпенсионера станет проактивным,"С 2025 года информирование о статусе предпенсионера будет вестись в беззаявительном порядке с использованием портала Госуслуги. Соответствующий законопроект представлен на общественное обсуждение. Сейчас для подтверждения статуса предпенсионера необходимо получить справку об отнесении гражданина к категории граждан предпенсионного возраста, обратившись в отделение Пенсионного фонда лично или через портал Госуслуг. Эта справка требуется...",https://mintrud.gov.ru/pensions/72,"Tue, 25 Oct 2022 17:29:48 +0000",Пенсионное обеспечение
"Почти 1,4 млн российских семей направили материнский капитал на образование детей","С начала действия программы материнского капитала почти 1,4 млн российских семей использовали средства сертификата на обучение детей. В общей сложности на оплату образования направлено 93 млрд рублей.
«Образование – второе по популярности направление у семей с детьми. В общей сложности 1,4 млн семей уже смогли дать образование ребенку при помощи...",https://mintrud.gov.ru/social/social/1278,"Tue, 25 Oct 2022 15:29:27 +0000",Социальная политика
Более 480 тыс. граждан с начала действия нового порядка установления инвалидности прошли МСЭ заочно,"Новым порядком установления инвалидности воспользовались более 600 тыс. граждан, из них свыше 80% прошли экспертизу заочно. Теперь не нужно собирать документы самостоятельно – все сведения лечебное учреждение передает напрямую в бюро МСЭ. По новому порядку гражданин сам вправе выбрать – лично посетить бюро или получить результаты заочно.
«Мы перевели медико-социальную...",https://mintrud.gov.ru/social/435,"Tue, 25 Oct 2022 13:21:32 +0000",Социальная защита
Минтруд России подвел итоги Всероссийского конкурса профессиональных достижений «ИнваПрофи»,"На площадке МГТУ им. Н.Э. Баумана прошла торжественная церемония награждения победителей Всероссийского конкурса профессиональных достижений «ИнваПрофи» среди работников образовательно-реабилитационных организаций для людей с инвалидностью и лиц с ограниченными возможностями здоровья. Победителей поздравил замглавы Минтруда России Алексей Вовченко. В общей сложности во всех этапах конкурса приняли участие специалисты из 34 регионов, из них...",https://mintrud.gov.ru/social/434,"Fri, 21 Oct 2022 07:41:12 +0000",Социальная защита
Более 150 заявок поступило на Всероссийский литературный конкурс  для незрячих людей,"В прошедшие выходные завершился прием заявок на Всероссийский конкурс литературных работ людей с нарушением зрения, посвященный Году культурного наследия народов России. Всего было подано 159 заявок из 55 регионов России. Список работ, вошедших в шорт-лист, станет известен до конца октября, а торжественная церемония награждения лауреатов пройдет в декабре.
Всероссийский конкурс...",https://mintrud.gov.ru/social/433,"Tue, 18 Oct 2022 09:37:02 +0000",Социальная защита
Определены особенности порядка исчисления пособий по обязательному соцстрахованию для занятых по гражданско-правовым договорам,"С 1 января 2023 года граждане, занятые по гражданско-правовым договорам, подлежат обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством. В связи с чем разработан проект постановления, определяющий особенности порядка исчисления пособий по временной нетрудоспособности, по беременности и родам и ежемесячного пособия по уходу за ребенком указанным...",https://mintrud.gov.ru/labour/79,"Sat, 15 Oct 2022 07:45:42 +0000",Трудовые отношения
Количество разрешений на работу иностранным гражданам в 2023 году снизится,"Объем квоты на выдачу разрешений на работу иностранным гражданам, прибывающим в РФ на основании визы, составит в 2023 году 123,9 тыс. разрешений. Квота включает в себя закрепленную за регионами предельно допустимую численность привлекаемых работников и резерв. Резерв в 2023 году составит 41,3 тыс. человек.
Потребность в привлечении иностранных работников по...",https://mintrud.gov.ru/employment/126,"Fri, 14 Oct 2022 18:35:00 +0000",Занятость населения
Определены финалисты первого Всероссийского конкурса в сфере занятости,"Оргкомитет первого Всероссийского конкурса в сфере занятости утвердил финалистов. 14 октября в Минтруде были названы претенденты на победу среди карьерных и кадровых консультантов, Центров занятости и проектов, которые разработаны и реализованы командами в региональных ЦЗН. Всего жюри конкурса получило 109 заявок из 53 субъектов страны.
В Оргкомитет конкурса вошли представители...",https://mintrud.gov.ru/employment/125,"Fri, 14 Oct 2022 14:46:51 +0000",Занятость населения
"Минтруд предложил упростить процедуру по подтверждения права получения пенсии гражданами, проживающими за рубежом","Минтруд подготовил проект постановления, который направлен на упрощение процедуры по подтверждению права получения пенсии гражданами, проживающими за рубежом. В настоящее время для продления выплаты пенсии данные граждане ежегодно подтверждают право на получение пенсии одним из следующих способов: - путем личной явки в любой территориальный орган ПФР по выбору пенсионера (в этом...",https://mintrud.gov.ru/pensions/71,"Fri, 14 Oct 2022 08:00:57 +0000",Пенсионное обеспечение
"В рамках пилота по комплексной реабилитации детей-инвалидов оформлено свыше 1,6 тыс. электронных сертификатов на сумму более 160 млн рублей","В Тюменской и Свердловской областях в рамках пилотного проекта по комплексной реабилитации и абилитации детей-инвалидов за четыре месяца оформлено более 1,6 тыс. электронных сертификатов на оказание услуг на сумму свыше 160 млн рублей. Реализовано порядка 500 сертификатов на сумму 44,5 млн рублей.
«В июне этого года в Тюменской и Свердловской...",https://mintrud.gov.ru/social/432,"Thu, 13 Oct 2022 14:29:27 +0000",Социальная защита
Результаты проведения спецоценки условий труда в отношении безопасных рабочих мест планируется продлить на 2023 год,"Результаты проведения специальной оценки условий труда в отношении рабочих мест, на которых по результатам проведения предыдущей оценки установлены оптимальный и допустимый классы условий труда, планируется продлить на 2023 год. Такой возможностью смогут воспользоваться порядка 40 тысяч работодателей. Это позволит сократить финансовую нагрузку предприятий малого и среднего бизнеса, и не затронет...",https://mintrud.gov.ru/labour/78,"Wed, 12 Oct 2022 10:44:06 +0000",Трудовые отношения
Почти 234 тыс. соцконтрактов заключено с начала года,"С начала года заключено 233,8 тыс. социальных контрактов с общим охватом 720,8 тыс. человек. Наиболее популярными являются мероприятия по поиску работы и осуществлению предпринимательской деятельности.
В целях поиска работы заключено 39,3% соцконтрактов. При оформлении соцконтракта гражданин получает выплаты в размере величины прожиточного минимума региона при заключении договора и 3 месяца...",https://mintrud.gov.ru/social/431,"Wed, 12 Oct 2022 09:06:06 +0000",Социальная защита
В Государственном историко-архитектурном и природном музее-заповеднике «Изборск» открылась масштабная выставка «Россия. Истоки»,"
	 20 декабря в новом выставочном зале Государственного историко-архитектурного и природного музея-заповедника «Изборск» открылась масштабная выставка «Россия. Истоки». Накануне, 19 декабря, в день Святителя Николая, выставочный зал освятил Митрополит Псковский и Порховский Тихон (Шевкунов).




	 Торжественную церемонию открыла Наталия Дубровская, директор Государственного музея-заповедника «Изборск». Она поздравила всех с открытием современного выставочного пространства и подчеркнула его значимость.




	 «Мы работали над проектом зала пять лет, это наша воплощённая мечта. Этот общественный проект будет способствовать созданию масштабных выставок, представлению лучших музеев страны здесь, в нашем древнем Изборске, на границе Российского государства», - сообщила Наталия Дубровская.




	 Строительство зала стало возможно благодаря финансовой поддержке компании ПАО «Траснефть» и личному участию Николая Токарева. От имени компании гостей открытия поприветствовал Александр Коновалов, заместитель генерального директора ООО «Транснефть-Балтика».




	 С приветственным словом на открытии зала и выставки выступили Юрий Мудров, директор Государственного музея-памятника «Исаакиевский собор», &nbsp;Нина Кутейникова,&nbsp;Академик Российской академии художеств, профессор, заслуженный деятель искусств, Георгий Василевич,&nbsp;директор Государственного музея-заповедника А. С. Пушкина «Михайловское», Наталья Никитина, заведующая кафедрой отечественной истории института гуманитарных наук и языковых коммуникаций Псков ГУ, представители Правительства Псковской области.




	 Марина Егорова, председатель комитета по туризму Псковской области, вручила Наталии Дубровской благодарственное письмо за вклад в развитие туризма региона от Губернатора Псковской области Михаила Ведерникова.




	 Выставка «Россия. Истоки» подготовлена при участии Научно-исследовательского музея при Российской академии художеств, Государственного музея-памятника «Исаакиевский собор», Государственного историко-архитектурного и природного музея-заповедника «Изборск» и Музея архитектурной художественной керамики «Керамарх».




	 Среди экспонатов выставки – произведения великих художников Василия Сурикова, Павла Чистякова, Григория Мясоедова, Бориса Кустодиева, Михаила Авилова и многих других мастеров русского искусства. Представленные произведения выдающихся русских академистов «Россия. Истоки» дают возможность увидеть тот сложный маршрут, по которому двигалось национальное искусство, обращаясь порой к непростым вопросам отечественной истории.&nbsp;




	 Выставка работает до 26 февраля 2023 года, ежедневно с 10.00 до 17.00, Изборск, ул.Печорская, 37.


	 [SLIDER]




	 &nbsp;




 




	 &nbsp;




	 &nbsp;




	 &nbsp;




	 &nbsp;




	 &nbsp;




	 &nbsp;




	 &nbsp;
",http://www.mkrf.ru/press/news/v_gosudarstvennom_istoriko_arkhitekturnom_i_prirodnom_muzee_zapovednike_izborsk_otkrylas_masshtabnaya/,"Tue, 20 Dec 2022 20:04:50 +0300",Новости Министерства/
"Более 1,4 миллиона человек приняли участие в Культурном марафоне о моде и технологиях","
	Завершился четвёртый Культурный марафон — ежегодный просветительский проект Яндекса при поддержке Министерства культуры Российской Федерации и Министерства просвещения Российской Федерации. В нём приняли участие более 1,4 миллиона человек, в том числе более миллиона школьников. Тема марафона 2022 года — мода и технологии.&nbsp;




	 Марафон состоял из нескольких проектов, раскрывающих различные аспекты модной индустрии. В основе — познавательный мультимедийный тест, разработанный командой экспертов под кураторством Людмилы Алябьевой, шеф-редактора журнала «Теория моды: одежда, тело, культура». Во время прохождения теста участники погружались в историю моды, знакомились с технологиями и научными открытиями, повлиявшими на появление новых предметов одежды, и учились осознанному потреблению.




	 После прохождения теста каждый участник мог подключиться к проектам-спутникам в рамках Культурного марафона: пополнить датасет, исследующий эволюцию нарядной одежды в России, примерить на себя роль специалиста по разметке данных или создать виртуальный аватар в Роблокс.&nbsp;




	 Эксперты проекта подготовили для педагогов методические рекомендации для подготовки к дискуссиям и факультативным занятиям. Задания можно использовать как по отдельности, так и в формате курса по истории моды. Рекомендации доступны на сайте Культурного марафона.




	 Кроме того, школьники участвовали в творческом конкурсе «Винтажный look», где создавали модные образы, вдохновляясь фотографиями из семейных альбомов. Итоги конкурса будут объявлены 17 января 2023 года. Победителей ждёт фотосессия для онлайн-издания о моде, красоте и современной культуре Blueprint и другие призы.




	 «Культурный марафон — это мультидисциплинарный проект, который развивает у школьников множество навыков: они знакомятся с историей моды, пробуют себя в IT и выполняют творческие задания. Благодаря интерактивному формату участники глубже погружаются в контекст темы, изучают её сразу в нескольких аспектах и начинают видеть, как технологии, культура и общество связаны между собой», — поясняет Светлана Бочавер, директор по продукту в Академии Яндекса.&nbsp;




	 В Культурном марафоне приняли участие школьники и учителя из всех регионов России. Самые активные регионы — Белгородская, Иркутская и Московская области, а также Краснодарский и Ставропольский края.&nbsp;




	 «Более 110 тысяч человек из Белгородской области приняли участие в Культурном марафоне в этом году. Среди них школьники всех возрастов, педагоги и родители. Такие проекты крайне важны для развития современной гармоничной личности: они расширяют кругозор, развивают желание созидать, вовлекают учащихся в творческий процесс и приобщают их к мировой и отечественной культуре», — отмечает Константин Курганский, министр культуры Белгородской области.&nbsp;




	 «Культурный марафон знакомит учеников с культурой, искусством и творческими профессиями в интерактивном развлекательном формате, а потому, конечно, учителя и школьники с удовольствием принимают в нем участие. Иркутская область второй год подряд входит в тройку лидеров по количеству участников — в этом году к марафону подключились больше 100 тысяч человек», — говорит министр культуры Иркутской области Олеся Полунина.




	 Справочно:




	 Первый Культурный марафон прошёл в 2019 году и был посвящён миру современной культуры. В 2020 и 2021 годах темами стали культура народов России и кинематограф. С каждым годом количество участников растёт: к прошлогоднему Культурному марафону присоединились 1 миллион учеников и 50 тысяч преподавателей.




	 [SLIDER]




	 &nbsp;
",http://www.mkrf.ru/press/news/bolee_1_4_milliona_chelovek_prinyali_uchastie_v_kulturnom_marafone_o_mode_i_tekhnologiyakh/,"Tue, 20 Dec 2022 12:36:21 +0300",Новости Министерства/
Спектакли Театра Образцова увидели более 300 детей из ЛДНР,"Завершился первый этап социальной программы декабрьских выездных спектаклей Театра кукол имени Образцова. 11 декабря в лагере «Звонкие голоса» в Клинском районе, где сейчас живут дети из ЛДНР,&nbsp; образцовцы показали интерактивные «Лисьи сказки» по русским народным сказкам. После спектакля актриса Ирина Осинцова провела для зрителей мастер-класс по кукловождению: показала, какие бывают куклы, как они устроены, и как их оживлять. А также рассказала про различные театральные профессии – актера, художника, бутафора и так далее.&nbsp;
 
 Всего в декабре состоялось четыре выезда Театра Образцова в дома отдыха и лагеря в Коломне, Подольске, Клину и Дмитрове, где сейчас живут семьи из ЛДНР. Постановки театра смогли увидеть более 300 детей. В следующем, 2023 году, запланировано еще шесть выездов в Подмосковье со спектаклями и мастер-классами.
 [slider]",http://www.mkrf.ru/press/news/spektakli_teatra_obraztsova_uvideli_bolee_300_detey_bezhentsev_iz_ldnr/,"Tue, 20 Dec 2022 12:00:54 +0300",Новости Министерства/
До 100 инклюзивных творческих лабораторий будет создаваться в России ежегодно,"
	До 100 новых инклюзивных творческих лабораторий будет создаваться в России ежегодно. Об этом сообщила заместитель Министра культуры Российской Федерации Надежда Преподобная на заседании рабочей группы по вопросам создания условий для участия инвалидов в культурной жизни общества Комиссии при Президенте Российской Федерации по делам инвалидов в Общественной палате.




	 Модераторами встречи выступили Надежда Преподобная и руководитель рабочей группы, председатель комиссии Общественной палаты Российской Федерации Диана Гурцкая. Участники заседания обсудили реализацию Межведомственного комплексного плана мероприятий по участию инвалидов в культурной жизни общества на 2022-2025 годы.




	 По словам Надежды Преподобной, к настоящему времени создана 91 инклюзивная творческая лаборатория в 85 субъектах Российской Федерации. Работа будет расширяться на новые территории, как только появится такая возможность, уточнила она.




	 «Ежегодно планируется создавать до 100 новых инклюзивных творческих лабораторий», – сказала замминистра культуры.




	 Говоря о лучших практиках по вовлечению инвалидов, включая детей, в культурную жизнь общества и повышению информированности инвалидов и лиц с ограниченными возможностями здоровья о возможностях участия в творческих мероприятиях, Надежда Преподобная рассказала, что на портале «Культура.РФ» в будущем можно будет маркировать мероприятия, доступные для людей с инвалидностью. Также планируется увеличить показатели охвата инвалидов и лиц с ограниченными возможностями здоровья, участвующих в культурной жизни общества, не менее чем на 10%. Продолжится работа по формированию каталога наиболее эффективных практик и инклюзивных творческих проектов.




	 В повестке встречи также был вопрос о развитии волонтерских центров на базе организаций высшего образования. Как сообщила Надежда Преподобная, действующий волонтерский центр по работе с обучающимися с инвалидностью и с ОВЗ имеют 197 вузов, подведомственных Министерству образования и науки России, и 18 подведомственных Минкультуры России. При этом лишь 4,17% от общего числа студентов с инвалидностью и ОВЗ, принимающих участие в общественной жизни вузов, стали участниками проектов инклюзивного волонтерства. Планируется, что к 2025 году не менее чем в 32% образовательных организаций высшего образования будет действовать волонтерский центр или объединение, реализующие инициативы в сфере культурной инклюзии.




	 Поддержка проектов в сфере инклюзивного волонтерства идет также в рамках федерального проекта «Творческие люди» нацпроекта «Культура». Ежегодно растет объем грантовой поддержки, которую Минкультуры России и Российский фонд культуры оказывают проектам некоммерческих организаций в сфере культурного добровольчества.




	 Во встрече также приняли участие замдиректора Департамента координации деятельности образовательных организаций Минобрнауки России Аслан Дамбегов, руководитель дирекции Общественного движения «Волонтеры культуры» Дарья Жукова, депутат государственной Думы Михаил Кизеев, директор Департамента культуры Ханты-Мансийского автономного округа – Югры Артур Латыпов и другие.




	 [SLIDER]
",http://www.mkrf.ru/press/news/do_100_inklyuzivnykh_tvorcheskikh_laboratoriy_budet_sozdavatsya_v_rossii_ezhegodno/,"Tue, 20 Dec 2022 11:37:15 +0300",Новости Министерства/
