Заголовок,Контент,Ссылка,Дата публикации,Категория
В Йошкар-Оле преследовали автомобиль под управлением подростка,"В Йошкар-Оле инспекторы ДПС преследовали автомобиль, за рулём которого находился подросток.",https://www.marimedia.ru/news/crime/item/146932/,2023-02-28 11:02,Происшествия
В Йошкар-Оле в эфире ведущих радиостанций прозвучало сообщение «Воздушная тревога»,Объявление о воздушной тревоге на радиостанциях Йошкар-Олы стало результатом взлома инфраструктуры спутникового оператора.,https://www.marimedia.ru/news/society/item/146936/,2023-02-28 10:46,Общество
Сегодня до часу ночи будет перекрыт Казанский тракт в Марий Эл,Ограничения начнутся с 20:30.,https://www.marimedia.ru/news/transport/item/146930/,2023-02-28 10:12,Транспорт
В Марий Эл заболеваемость гриппом и ОРВИ пошла на спад,Снижению заболеваемости способствовало разобщение коллективов в праздничные дни.,https://www.marimedia.ru/news/medicine/item/146928/,2023-02-28 10:07,Медицина
Йошкаролинцев предупреждают о сходе снега с крыш,Перепады температуры создали опасную ситуацию: на крышах домов скопилось большое количество снега и наледи.,https://www.marimedia.ru/news/weather/item/146924/,2023-02-28 10:02,Погода
В Йошкар-Оле «убирают» пенсионный фонд,Сегодня специалисты ведут демонтаж вывески на здании ПФР.,https://www.marimedia.ru/news/note/item/146926/,2023-02-28 09:40,Не проходите мимо!
Газпромбанк запустил новый мобильный банк,Газпромбанк запустил новое мобильное приложение для физических лиц.,https://www.marimedia.ru/news/business/item/146916/,2023-02-28 09:30,Бизнес
Лидия Батюкова сегодня в прямом эфире расскажет о развитии туризма в Марий Эл,"Цикл прямых эфиров ЦУР Марий Эл, в которых затрагиваются важные для жителей республики вопросы, продолжает Лидия Батюкова.",https://www.marimedia.ru/news/tourism/item/146920/,2023-02-28 09:22,Туризм
С 1 марта сельхозпроизводители будут жить по новым правилам,"Изменения коснутся побочных продуктов животноводства, новом порядке выплаты компенсаций за изъятый скот и требованиям к корму свиней.",https://www.marimedia.ru/news/agriculture/item/146922/,2023-02-28 09:18,Сельское хозяйство
В Йошкар-Оле из аварийных домов в микрорайоне «Чеховский» переедут 72 человека,В Йошкар-Ола ускорить расселение ветхого и аварийного жилья помогает программа по развитию застроенных территорий.,https://www.marimedia.ru/news/jkh/item/146898/,2023-02-28 08:26,ЖКХ
Ветеринарная служба Марий Эл советует избегать любых контактов с лисами,"Не пытайтесь самостоятельно отловить дикое животное, оно непредсказуемо в поведении и очень опасно.",https://www.marimedia.ru/news/society/item/146862/,2023-02-27 18:06,Общество
"Задолженность по заработной плате в Марий Эл за месяц снизилась в 2,2 раза",В Марий Эл задолженность по зарплате продолжает сокращаться.,https://www.marimedia.ru/news/society/item/146900/,2023-02-27 17:42,Общество
В Килемарском районе Марий Эл в 2023 году будут решены вопросы с водоснабжением,"Об этом рассказала глава администрации Килемарского района Татьяна Обухова во время прямого эфира, который прошел в ЦУР Марий Эл.",https://www.marimedia.ru/news/district-news/item/146914/,2023-02-27 17:15,Районные новости
Гендиректора и главного бухгалтера «Марий Эл-Фармация» осудили,Коррупционную деятельность сотрудников предприятия АО «Марий Эл-Фармация» вскрыли сотрудники УФСБ России по Республике Марий Эл.,https://www.marimedia.ru/news/society/item/146882/,2023-02-27 17:04,Общество
Арест дорогой иномарки заставил йошкаролинца погасить долг,"Денежные средства поступили на депозитный счёт отделения, исполнительные производства окончены фактическим исполнением.",https://www.marimedia.ru/news/society/item/146870/,2023-02-27 16:41,Общество
Обширный северный циклон принёс в Марий Эл осадки и порывистый ветер,"Самый холодный последний день февраля наблюдался в 1963 году, ночью было -38,9ºС, а самый теплый день - в 2020 году, когда столбики термометров показали +5,1ºС.",https://www.marimedia.ru/news/weather/item/146894/,2023-02-27 16:09,Погода
"В Йошкар-Оле водитель иномарки врезался в машину, попавшую в ДТП",Во второй аварии пострадали девочки 9 и 10 лет.,https://www.marimedia.ru/news/crime/item/146890/,2023-02-27 16:05,Происшествия
В Йошкар-Оле завтра пройдёт форум классных руководителей,Завтра в Йошкар-Оле пройдёт региональный форум классных руководителей «Классные встречи».,https://www.marimedia.ru/news/science_education/item/146886/,2023-02-27 15:57,Наука и Образование
Жители с. Семеновка вновь демонстрируют вовлеченность в федеральный проект «Формирование комфортной городской среды»,В настоящее время общественной комиссией принимаются предложения об объектах для благоустройства на 2024 год. Коллективные инициативы имеют больше шансов попасть в рейтинговое голосование.,https://i-ola.ru/about/info/news/40095/,2023-02-28 00:00,не указана
Информация о временном отключении теплоснабжения,"По информации МУП «Йошкар-Олинская ТЭЦ-1» завтра, 1 марта, с 9.00 до 15.00 часов будет отключено теплоснабжение по адресу ул. Льва Толстого, д. 70 в связи с проведением неотложных работ на тепловых сетях.",https://i-ola.ru/about/info/news/40094/,2023-02-28 00:00,не указана
Люди нашего города,"«Я ценю то, что родители доверяют мне самое дорогое – своих детей, которые вырастут хорошими людьми и непременно внесут свой посильный вклад во благо города и страны, а кто-то из них станет знаменитым и даже совершит подвиг» - так считает молодой воспитатель Ольга Васильева.",https://i-ola.ru/about/info/news/40093/,2023-02-28 00:00,не указана
Какие законы вступают в силу в марте,"Интеграция новых регионов в правовое поле Российской Федерации, запрет на торговлю животными в неподобающих условиях, контроль за иностранными инвестициями в стратегические секторы экономики — об этих и других нововведениях.",https://i-ola.ru/about/info/news/40092/,2023-02-28 00:00,не указана
Лидеры сборной России по лыжным гонкам - участники «Чемпионских высот»,"С 23 февраля в Архангельской области в центре активного отдыха «Малиновка» проходит новый уникальный турнир по лыжным гонкам – «Чемпионские высоты». Участниками масштабных соревнований стали лидеры сборной России – олимпийские чемпионы и призёры, чемпионы мира и другие титулованные лыжники. Медали разыграны уже в ряде дисциплин как среди мужчин, так и женщин.
 
 
 
 
 
«Лыжный спорт является одной из самых массовых активностей среди населения. За успехами наших именитых лыжников следит вся страна. Отрадно, что на территории Архангельской области проходят соревнования, в которых конкуренция сопоставима с мировыми. Новейшее оборудование, высокий уровень подготовки трассы и организация соревнований такого масштаба – это всё результат коллективной работы Федерации лыжных гонок России, федеральных и региональных ведомств для популяризации спорта и поддержки наших спортсменов», - отметил Министр спорта Российской Федерации Олег Матыцин.
 
 
 
 
 
Результаты прошедших гонок:
 
 
 
 
 
Женщины
 
Спринт (классический стиль)
 
1. Наталья Непряева
 
2. Юлия Ступак
 
3. Алена Баранова
 
 
 
 
 
Скиатлон (7,5+7,5 км)
 
1. Наталья Непряева
 
2. Мария Истомина
 
3. Анастасия Кулешова
 
 
 
 
 
Командный спринт (свободный стиль)
 
1. Тюменская область-1 (Елизавета Пантрина, Екатерина Смирнова)
 
2. Архангельская область-1 (Наталья Непряева, Светлана Заборская)
 
3. Республика Татарстан-1 (Анастасия Доценко, Христина Мацокина)
 
 
 
 
 
Мужчины
 
Спринт (классический стиль)
 
1. Сергей Устюгов – 3.03,18
 
2. Александр Терентьев – +0,35
 
3. Александр Большунов – +1,39
 
 
 
 
 
Скиатлон (15+15 км)
 
1. Александр Большунов
 
2. Сергей Устюгов
 
3. Илья Семиков
 
 
 
 
 
Командный спринт (свободный стиль)
 
1. Архангельская область (Александр Терентьев, Александр Большунов)
 
2. Тюменская область-1 (Артем Мальцев, Илья Якимушкин)
 
3. Республика Коми (Илья Семиков, Илья Порошкин).
 
 
 
 
 
Соревнования продолжатся до 5 марта. В рамках «Чемпионских высот» у женщин разыграют медали в гонке 10 км свободным стилем, эстафете и масс-старте 30 км, у мужчин – в гонке свободным стилем 15 км, эстафете и масс-старте 50 км.
 
 
 
 
 
 
 
 
 
Пресс-служба Минспорта России",https://www.minsport.gov.ru/press-centre/news/38431/,2023-02-28 10:30,Новости
Подведены итоги II Всероссийского зимнего фестиваля массового спорта в Красноярске,"В Красноярске на объектах XXIX Всемирной зимней Универсиады состоялся II Всероссийский зимний фестиваль массового спорта АССК России, который объединил более 600 участников из 22 регионов страны. В рамках фестиваля был установлен рекорд за самую массовую игру в снежки в России. Всего в ней приняли участие 558 человек.
 
 
 
 
 
Деловую программу и другие площадки фестиваля посетили директор Департамента физической культуры и массового спорта Министерства спорта Российской Федерации Максим Уразов, первый заместитель губернатора Красноярского края Сергей Пономаренко, двукратный чемпион мира по хоккею Александр Сёмин, сноубордист, серебряный призёр Олимпийских зимних игр по сноуборду Николай Олюнин, чемпион Универсиады-2013 по регби Рамиль Гайсин и другие.
 
 
 
 
 
Программа мероприятия включала шесть видов спорта: кёрлинг, волейбол на снегу, лыжные гонки, фиджитал-хоккей, юкигассен (игра в снежки) и регби на снегу.
 
 
 
 
 
Также в рамках фестиваля прошли панельные дискуссии, запись открытого подкаста «Спорт нового времени: внедрение фиджитал-спорта в студенческую среду», круглый стол «Лучшие практики развития зимних видов спорта в образовательных организациях». Представители студенческих спортивных клубов презентовали лучшие практики по развитию зимних видов спорта, продвижению и популяризации спорта и других активностей в молодёжной среде, также состоялась зимняя «Битва болельщиков».
 
 
 
 
 
По результатам спортивных соревнований первые места распределились следующим образом:
 
 
 
 
 
- кёрлинг – ССК «Скиф» (Сибирский государственный университет физической культуры и спорта);
 
 
 
 
 
- лыжные гонки – среди девушек одержала победу Екатерина Маркова (ССК «Ирбис» - Красноярский государственный педагогический университет им. В.П. Астафьева), среди юношей – Антон Дакич (ССК «Байкальские волки» - Бурятский государственный университет имени Доржи Банзарова);
 
 
 
 
 
- лыжные гонки (эстафета) – ССК «Сибирские белки» (Сибирский федеральный университет);
 
 
 
 
 
- фиджитал-хоккей – ССК «Дружба» (Российский университет дружбы народов);
 
 
 
 
 
- регби на снегу – среди юношей победил ССК «Сибирские белки» (Сибирский федеральный университет), среди девушек – ССК «Скиф» (Сибирский государственный университет физической культуры и спорта);
 
 
 
 
 
- юкигассен (игра в снежки) – ССК «Олимпия» (Мурманский арктический государственный университет);
 
 
 
 
 
- волейбол на снегу – среди юношей сильнейшим оказался ССК «ККСТ» (Кемеровский коммунально-строительный техникум» имени В.И. Заузелкова), а среди девушек – ССК «Медик» (Красноярский государственный медицинский университет имени профессора В.Ф. Войно-Ясенецкого);
 
 
 
 
 
- зимний кубок болельщиков – ССК «Невские титаны» («Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»).
 
 
 
 
 
«Высокий уровень организации мероприятий и захватывающие состязания II Всероссийского зимнего фестиваля массового спорта подарили всем гостям и участникам яркие и незабываемые эмоции. На одной площадке встретились сильнейшие команды студенческих спортивных клубов из вузов разных регионов для того, чтобы продемонстрировать свои силы в зимних видах спорта. Уверен, что подобные мероприятия станут ориентиром для вовлечения студенческой молодёжи в систематические занятия физической культурой и спортом», – сказал директор Департамента физической культуры и массового спорта Минспорта России Максим Уразов.
 
 
 
 
 
«Год прошёл с момента первого фестиваля. Здорово, что он снова проходит в нашем родном любимом Красноярске. Хотел бы в первую очередь поблагодарить прославленных спортсменов: Александра Сёмина, Николая Олюнина, Рамиля Гайсина и других. Во вторую очередь, поздравить с прошедшим Днём защитника Отечества. Очень символично, что торжественная церемония открытия фестиваля состоялась именно в этот день. Для настоящих защитников Отечества спорт точно не повредит. Это касается и парней, и девушек. В третьих, хочу поблагодарить АССК России. Нам очень приятно, что второй раз Красноярску доверено проводить эти соревнования. Мы любим эти соревнования, особенно по зимним видам спорта. Когда мы готовились к Универсиаде, мы построили большое количество классных спортивных объектов. Мы ими гордимся. И я надеюсь, вы прочувствовали эту замечательную атмосферу, которая царит в стенах этих спортивных учреждений. Фестиваль –это не только спорт, но и мастер-классы, общение и новые друзья, которых вы приобретаете здесь, и, надеюсь, сохраните эту дружбу на протяжении всей своей жизни», – отметил первый замгубернатора Красноярского края Сергей Пономаренко.
 
 
 
 
 
«Для нас очень важно качественно провести мероприятие, чтобы каждый участник фестиваля был рад приезжать сюда снова и снова. Многие нашли здесь новых друзей, показали отличные результаты и привезут домой долгожданные победы. С каждым годом молодёжи в АССК России становится всё больше, а это значит, что мы всё делаем правильно. Наш фестиваль прошел ярко, спасибо всем участникам, организаторам и партнёрам. Обязательно встретимся здесь в следующем году», – добавила исполнительный директор АССК России Евгения Бычкова.
 
 
 
 
 
Организаторами мероприятия выступили Общероссийская молодёжная общественная организация «Ассоциация студенческих спортивных клубов России», Агентство молодёжной политики и реализации программ общественного развития Красноярского края, Министерство спорта Красноярского края, Центр молодёжных инициатив «Форум», Сибирский федеральный университет при поддержке Министерства спорта Российской Федерации, Федерального агентства по делам молодёжи, Правительства Красноярского края, Администрации губернатора Красноярского края.
 
 
 
 
 

 Пресс-служба Минспорта России",https://www.minsport.gov.ru/press-centre/news/38430/,2023-02-28 10:00,Новости
Школьников Марий Эл приглашают на олимпиаду по финансовой грамотности и предпринимательству,"Как разумно распоряжаться карманными деньгами, планировать покупки и уберечься от мошенников – онлайн-олимпиада на образовательной платформе Учи.ру поможет школьникам с 1 по 9 класс узнать ответы на самые важные финансовые вопросы, – рассказали в Отделении Банка России по Марий Эл.",https://potokmedia.ru/news/469522/strong-shkolnikov-marij-el-priglashajut-na-olimpiadu-po-finansovoj-gramotnosti-i-predprinimatelstvu-strong/,2023-02-28 12:22,новости
Трасса «Обход г. Йошкар-Ола» временно перекрыта,Проезд по автодороге «Обход г. Йошкар-Ола» на 34-36 километре запрещен.,https://potokmedia.ru/news/469516/trassa-obhod-g-joshkar-ola-vremenno-perekryta/,2023-02-28 12:18,новости
Житель Марий Эл предстанет перед судом за попытку убить пасынка,Житель деревни Ярамор Волжского района будет осужден за покушение на убийство пасынка,https://potokmedia.ru/news/469499/zhitel-marij-el-predstanet-pered-sudom-za-popytku-ubit-pasynka/,2023-02-28 12:01,новости
В Йошкар-Оле с 1 марта подорожает проезд в троллейбусах до 24 рублей,"Завтра, 1 марта, проезд в троллейбусах Йошкар-Олы подорожает до 24 рублей.",https://potokmedia.ru/news/469485/v-joshkar-ole-s-1-marta-podorozhaet-proezd-v-trollejbusah-do-24-rublej/,2023-02-28 11:33,новости
В Йошкар-Оле из-за течи из задвижки в колодце без воды остались 750 человек,"Из-за неисправности в колодце на улице Свердлова без холодной воды остались 10 домов, в которых проживают 750 человек.",https://potokmedia.ru/news/469477/v-joshkar-ole-iz-za-techi-iz-zadvizhki-v-kolodce-bez-vody-ostalis-750-chelovek/,2023-02-28 11:01,новости
В Марий Эл пройдет региональный семинар «Агробизнес малых форм хозяйствования»,"Региональный семинар «Агробизнес малых форм хозяйствования» пройдёт 02 марта на базе Марийского государственного университета, где будет представлена экспозиция районов республики.",https://potokmedia.ru/news/469492/v-marij-el-projdet-regionalnyj-seminar-agrobiznes-malyh-form-hozyajstvovaniya/,2023-02-28 11:00,новости
Из Йошкар-Олы на Донбасс отправлен еще один гуманитарный груз,Сегодня утром от спортивного комплекса «Арена Марий Эл» на Донбасс отправлена очередная гуманитарна помощь.,https://potokmedia.ru/news/469445/iz-joshkar-oly-na-donbass-otpravlena-eshhe-odin-gumanitarnyj-gruz/,2023-02-28 10:34,новости
"Единороссы проверили, как идет ремонт городской бани",«Партийный десант» Йошкар-Олинского городского отделения Партии в рамках исполнения Народной программы обследовал общественную баню №3 на улице Зарубина.,https://potokmedia.ru/news/469469/strong-edinorossy-proverili-kak-idet-remont-gorodskoj-bani-strong/,2023-02-28 10:20,новости
В Йошкар-Оле при столкновении иномарок Hyundai и Toyota пострадал один человек,"Вчера в Йошкар-Оле на улице Дружбы столкнулись две иномарки Hyundai и Toyota, пострадал один человек.",https://potokmedia.ru/news/469424/v-joshkar-ole-pri-stolknovenii-inomarok-hyundai-i-toyota-postradal-odin-chelovek/,2023-02-28 10:01,новости
Газовый счетчик нуждается в регулярной поверке,Более 5 тысяч уведомлений о предстоящей в текущем квартале поверке счетчиков направил жителям Марий Эл поставщик газа – «Газпром межрегионгаз Йошкар-Ола».,https://potokmedia.ru/news/469453/strong-gazovyj-schetchik-nuzhdaetsya-v-regulyarnoj-poverke-strong/,2023-02-28 09:59,новости
В Марий Эл летом этого года пройдет масштабный гастрофестиваль,О предстоящем событии сообщила в прямом эфире министр спорта и туризма Марий Эл Лидия Батюкова.,https://potokmedia.ru/news/469439/strong-v-marij-el-letom-etogo-goda-projdet-masshtabnyj-gastrofestival-strong/,2023-02-28 09:39,новости
В Марий Эл на прошлой неделе ОРВИ и гриппом заразились более 3000 человек,В Марий Эл в период с 20 по 26 февраля зафиксировано 3100 случаев заражения ОРВИ и гриппом.,https://potokmedia.ru/news/469328/v-marij-el-na-proshloj-nedele-orvi-i-grippom-zarazilis-bolee-3000-chelovek/,2023-02-28 09:27,Здоровье
ВТБ: каждая вторая ипотека оформляется на льготных условиях,ВТБ с начала года оформил свыше 11 тысяч кредитов по льготным ипотечным программам.,https://potokmedia.ru/news/469462/strong-vtb-kazhdaya-vtoraya-ipoteka-oformlyaetsya-na-lgotnyh-usloviyah-strong/,2023-02-28 09:02,новости
"В Марий Эл осудили жителя из Чувашии, отказавшегося от участия в аукционе из-за автомобиля","В Марий Эл перед судом предстал 51-летний житель Чувашии, который предложил коммерческий подкуп в виде автомобиля, чтобы не участвовать в электронном аукционе на право ремонта одной из школ.",https://potokmedia.ru/news/469378/v-marij-el-osudili-zhitelya-iz-chuvashii-otkazavshegosya-ot-uchastiya-v-konkurse-iz-za-avtomobilya/,2023-02-28 09:00,новости
"Доктор Орехов рассказал, в каких случаях питание заменяет лекарства","Диетолог Михаил Орехов в интервью Федеральному агентству новостей рассказал, в каких случаях правильное питание может заменить лекарства при лечении болезней.",https://potokmedia.ru/news/469404/doktor-orehov-rasskazal-v-kakih-sluchayah-pitanie-zamenyaet-lekarstva/,2023-02-28 08:33,Здоровье
В Йошкар-Оле в эфире радиостанций объявили о надвигающемся ударе c воздуха,"Сегодня утром в эфире радиостанций в Йошкар-Оле прозвучало сообщение «Воздушная тревога», а дикторы обратились с просьбой «проследовать в укрытия».",https://potokmedia.ru/news/469415/v-joshkar-ole-v-efire-radiostancij-obyavili-o-nadvigajushhemsya-udare-c-vozduha/,2023-02-28 08:17,новости
В Йошкар-Оле сотрудники ДПС задержали 16-летнего водителя Лады,"В Йошкар-Оле сотрудники ДПС догнали и задержали водителя Лады, который управлял автомобилем в 16-летнем возрасте.",https://potokmedia.ru/news/469331/v-joshkar-ole-sotrudniki-dps-dognali-i-zaderzhali-16-letnego-voditelya-lady/,2023-02-28 08:03,новости
ВТБ и Минцифры России впервые запускают регистрацию на Госуслугах без СНИЛС,"ВТБ и Минцифры России запустили сервис, который позволяет регистрироваться на портале Госуслуг без СНИЛС.",https://potokmedia.ru/news/469458/strong-vtb-i-mincifry-rossii-vpervye-zapuskajut-registraciju-na-gosuslugah-bez-snils-strong/,2023-02-28 08:02,новости
28 февраля в Марий Эл перекроют 2 загородные трассы,Сегодня вечером в Марий Эл ожидается перекрытие двух загородных автодорог.,https://potokmedia.ru/news/469363/28-fevralya-v-marij-el-perekrojut-2-zagorodnye-trassy/,2023-02-28 06:50,новости
"Беспилотные автомобили Сбера прошли 3,5 млн км в прошлом году","В 2022 году беспилотные автомобили Сбера прошли 3,5 млн км. Это в три раза больше чем в 2021 году.",https://potokmedia.ru/news/469390/strong-bespilotnye-avtomobili-sbera-proshli-3-5-mln-km-v-proshlom-godu-strong/,2023-02-28 06:11,новости
В Марий Эл с 7 апреля введут весеннее ограничение для грузовиков,В Марий Эл весеннее ограничения для большегрузов будет введено с 7 апреля.,https://potokmedia.ru/news/469308/v-marij-el-s-7-aprelya-vvedut-vesennee-ogranichenie-dlya-gruzovikov/,2023-02-28 06:00,новости
В Марий Эл начался второй этап Всероссийской олимпиады школьников ГК «Россети»,"Школьники из Республики Марий Эл продолжат решать задачи II этапа Всероссийской олимпиады группы компаний «Россети», который пройдет 4-5 марта 2023 года.",https://potokmedia.ru/news/469340/v-marij-el-nachalsya-vtoroj-etap-vserossijskoj-olimpiady-shkolnikov-gk-rosseti/,2023-02-28 05:29,новости
Сбер откроет технологический хаб на 2000 рабочих мест в Санкт-Петербурге,Сбербанк в течение года откроет новый технологический хаб в Санкт-Петербурге.,https://potokmedia.ru/news/469386/strong-sber-otkroet-tehnologicheskij-hab-na-2000-rabochih-mest-v-sankt-peterburge-strong/,2023-02-28 04:09,новости
Татьяна Илюшникова: внедрение единой цифровой формы отчетности снизит нагрузку на НКО,,https://economy.gov.ru/material/news/tatyana_ilyushnikova_vnedrenie_edinoy_cifrovoy_formy_otchetnosti_snizit_nagruzku_na_nko.html,2023-02-28 15:09,не указана
Максим Решетников и Сергей Катырин обсудили вопросы синхронизации работы деловых советов и межправительственных комиссий,,https://economy.gov.ru/material/news/maksim_reshetnikov_i_sergey_katyrin_obsudili_voprosy_sinhronizacii_raboty_delovyh_sovetov_i_mezhpravitelstvennyh_komissiy.html,2023-02-28 11:50,не указана
Татьяна Илюшникова: «Именно в условиях социальных изменений некоммерческий сектор востребован больше всего»,,https://economy.gov.ru/material/press/stati_i_intervyu/tatyana_ilyushnikova_imenno_v_usloviyah_socialnyh_izmeneniy_nekommercheskiy_sektor_vostrebovan_bolshe_vsego.html,2023-02-27 19:53,не указана
Минэкономразвития поделилось опытом цифровизации экономики во время ковида на полях заседаний форума АТЭС,,https://economy.gov.ru/material/news/minekonomrazvitiya_podelilos_opytom_cifrovizacii_ekonomiki_vo_vremya_kovida_na_polyah_zasedaniy_foruma_ates.html,2023-02-27 15:44,не указана
Весенние гастроли народных коллективов в рамках проекта «Мы – Россия» объединят 56 регионов страны,"
	В рамках единого гастрольного плана национальных коллективов с марта по май 2023 года в регионах страны состоятся гастроли 23 творческих коллективов, которые дадут свыше 150 концертов. География гастролей охватывает не только столичные города регионов, но и малые населённые пункты, в которых концерты такого масштаба состоятся впервые.




	 «Идея воссоздания единой гастрольной системы получила невероятный отклик у творческих коллективов по всей стране, – отметила Министр культуры Российской Федерации Ольга Любимова. – Благодаря проекту «Мы – Россия» начиная с 2020 года сотни артистов получают возможность расширить свою творческую деятельность, отправиться на гастроли в разные уголки нашей Родины, приобрести уникальный профессиональный опыт и заряд творческой энергии, а жители крупных и малых российских городов – увидеть лучшие народные коллективы нашей многонациональной страны, проникнуться красотой их культуры и традиций».




	 По программе «Мы – Россия» Молодёжный оркестр народных инструментов Донецкой государственной академической филармонии в период с 4 по 12 марта выступит с программой «Русские хиты» в Калининграде и городах Калининградской области – Багратионовске, Зеленоградске, Балтийске, Гусеве, Черняховске, Немане, Правдинске.




	 11 и 12 марта Ансамбль солистов Академического оркестра русских народных инструментов имени Н.&nbsp;Н.&nbsp;Некрасова впервые отправятся на гастроли в ДНР и ЛНР. На сценах Культурно-досугового центра г. Новоазовска и Луганской академической филармонии коллектив выступит с двумя концертными программами – музыкальной сказкой «Конек-Горбунок» и киноконцертом «Я люблю тебя, жизнь».




	 Специально для гастролей 2023 года ряд коллективов подготовили отдельные патриотические программы. Так, Государственный академический ансамбль народного танца имени Файзи Гаскарова Республики Башкортостан (г. Уфа) представит программу «Наш общий дом – Россия», Государственный молодежный ансамбль песни и танца «Алтай» им. А.Ф. Березикова» (Барнаул) – программу «Любовь к родной земле», Государственный академический русский народный хор имени М.Е. Пятницкого» (Москва) – программу «Великая Россия», а коллективы из Грозного – Государственный фольклорный ансамбль песни и танца «Нохчо» и Государственный академический ансамбль танца «Вайнах» (Грозный) представят программу «ZA Россию!».




	 Среди участников весеннего гастрольного тура в рамках проекта «Мы – Россия»: Государственный ансамбль песни и танца Республики Татарстан» (Казань), Государственный вокально-хореографический ансамбль «Русь» им. М.Н. Фирсова (Владимир), Государственный Волжский русский народный хор им. П.М. Милославова» (Самара), Национальный ансамбль песни и танца Карелии «Кантеле» (Петрозаводск), Государственный академический русский народный ансамбль «Россия» имени Л.Г. Зыкиной» (Москва), Государственный ансамбль народной песни Адыгеи «Исламей» (Майкоп), Академический заслуженный ансамбль танца Дагестана «Лезгинка» (Махачкала), Театр танца «Казаки России» (Липецк), Рязанский государственный академический русский народный хор им. Е. Попова (Рязань), Государственный академический Северный русский народный хор» (Архангельск), Государственный академический ансамбль народного танца Адыгеи «Нальмэс» (Майкоп) и др.




	 [SLIDER]
",http://www.mkrf.ru/press/news/vesennie_gastroli_narodnykh_kollektivov_v_ramkakh_proekta_my_rossiya_obedinyat_56_regionov_strany/,2023-02-28 14:47,Новости Министерства/
Сектор фотографических исследований: РОСФОТО принимает участие в создании белорусского национального центра сохранения фотонаследия,"
	В Национальном историческом музее Белоруссии был образован Сектор&nbsp;фотографических исследований. Его появление в конце 2022 года стало возможным при поддержке Министерств культуры Белоруссии и России после подписания соглашения на V Музейном форуме между Национальным историческим музеем Белоруссии и РОСФОТО.


	 «Национальный исторический музей, как обладатель самых больших коллекций, в том числе фотографических, курирует создание общего каталога музейного фонда страны, — рассказал директор Национального исторического музея Белоруссии Александр Храмой. — Начав работу по оцифровке музейных предметов, мы поняли: фотографией надо заниматься глубоко. Взаимодействие с РОСФОТО важно для нас. Это крупный научно-исследовательский центр, который наработал огромную методическую базу по изучению и исследованию фотографий... Специалисты центра готовы поделиться с нашим коллективом своими наработками».


	 Первым крупным событием в рамках создания национального центра сохранения фотонаследия стало открытие 18 февраля 2023 выставки известного историка Владимира Лиходедова «От негатива до позитива» в залах Национального исторического музея Белоруссии. В экспозиции можно увидеть первые фотографии 1840-1860 годов, уникальные почтовые открытки с видами белорусских городов, фотоаппараты и редкие печатные тематические издания конца ХІХ — начала ХХ веков. В торжественной церемонии открытия выставки принял участие главный хранитель музейных предметов РОСФОТО Игорь Лебедев.


	 Кроме того, до 19 марта в РОСФОТО проходит выставка «Превращение. Метареализм в белорусской фотографии 1980-1990-х годов», представляющая наследие культовых белорусских авторов из коллекции музея.


	 [SLIDER]
",http://www.mkrf.ru/press/news/sektor_fotograficheskikh_issledovaniy_rosfoto_prinimaet_uchastie_v_sozdanii_belorusskogo_natsionalno/,2023-02-28 14:31,Новости Министерства/
